,response,query
124918,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,joint pain "
124919,psoriasis,"skin swelling ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
124920,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
124921,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,itching of skin ,itchy scalp ,skin rash "
124922,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,itching of skin ,itchy scalp ,skin rash "
124923,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness "
124924,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
124925,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles ,itching of skin ,itchy scalp "
124926,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin dryness, peeling, scaliness, or roughness ,skin rash "
124927,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,itching of skin "
124928,psoriasis,"skin swelling ,skin lesion ,skin moles ,joint pain ,itchy scalp "
124929,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,itching of skin ,skin rash "
124930,psoriasis,"skin swelling ,abnormal appearing skin ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
124931,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin moles "
124932,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,joint pain "
124933,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
124934,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
124935,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
124936,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,joint pain ,itching of skin "
124937,psoriasis,"abnormal appearing skin ,skin growth ,itching of skin "
124938,psoriasis,"skin swelling ,skin growth ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
124939,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,itching of skin ,skin rash "
124940,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
124941,psoriasis,"abnormal appearing skin ,skin growth ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
124942,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain "
124943,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin rash "
124944,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp "
124945,psoriasis,"abnormal appearing skin ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
124946,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,skin rash "
124947,psoriasis,"skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin rash "
124948,psoriasis,"skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness "
124949,psoriasis,"skin swelling ,skin lesion ,skin growth ,joint pain ,skin rash "
124950,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
124951,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
124952,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
124953,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
124954,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,itching of skin ,skin rash "
124955,psoriasis,"skin lesion ,irregular appearing scalp ,joint pain "
124956,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,joint pain ,skin rash "
124957,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
124958,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness "
124959,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,itchy scalp "
124960,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
124961,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
124962,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
124963,psoriasis,"skin swelling ,irregular appearing scalp ,itching of skin "
124964,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
124965,psoriasis,"skin lesion ,skin growth ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
124966,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
124967,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
124968,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,joint pain ,itching of skin ,itchy scalp ,skin rash "
124969,psoriasis,"skin swelling ,irregular appearing scalp ,joint pain "
124970,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,joint pain ,itching of skin "
124971,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,itching of skin ,itchy scalp "
124972,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
124973,psoriasis,"skin swelling ,skin moles ,joint pain ,itchy scalp ,skin rash "
124974,psoriasis,"skin lesion ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
124975,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
124976,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
124977,psoriasis,"skin growth ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
124978,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,itchy scalp "
124979,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
124980,psoriasis,"skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itchy scalp ,skin rash "
124981,psoriasis,"skin swelling ,irregular appearing scalp ,itchy scalp ,skin rash "
124982,psoriasis,"skin swelling ,skin growth ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
124983,psoriasis,"skin lesion ,irregular appearing scalp ,skin moles ,itchy scalp ,skin rash "
124984,psoriasis,"skin swelling ,skin growth ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
124985,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,joint pain ,skin rash "
124986,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,itching of skin ,itchy scalp ,skin rash "
124987,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
124988,psoriasis,"skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness "
124989,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,joint pain ,skin rash "
124990,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
124991,psoriasis,"skin swelling ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness "
124992,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
124993,psoriasis,"skin swelling ,abnormal appearing skin ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
124994,psoriasis,"skin swelling ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
124995,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp "
124996,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,skin rash "
124997,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin "
124998,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itchy scalp ,skin rash "
124999,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125000,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,itching of skin "
125001,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125002,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,itchy scalp "
125003,psoriasis,"skin swelling ,abnormal appearing skin ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125004,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125005,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125006,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125007,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,itchy scalp ,skin rash "
125008,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125009,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125010,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp ,skin rash "
125011,psoriasis,"abnormal appearing skin ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125012,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin rash "
125013,psoriasis,"irregular appearing scalp ,joint pain ,itchy scalp ,skin rash "
125014,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125015,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125016,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,skin rash "
125017,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itchy scalp ,skin rash "
125018,psoriasis,"skin swelling ,irregular appearing scalp ,joint pain ,itchy scalp ,skin rash "
125019,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin dryness, peeling, scaliness, or roughness "
125020,psoriasis,"skin swelling ,skin lesion ,skin moles ,joint pain ,itching of skin "
125021,psoriasis,"irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125022,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125023,psoriasis,"skin lesion ,skin dryness, peeling, scaliness, or roughness "
125024,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125025,psoriasis,"skin growth ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125026,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125027,psoriasis,"abnormal appearing skin ,skin growth ,skin moles ,joint pain ,itching of skin ,itchy scalp "
125028,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125029,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125030,psoriasis,"skin lesion ,skin moles ,itchy scalp ,skin rash "
125031,psoriasis,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,joint pain ,skin rash "
125032,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125033,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125034,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,itching of skin ,itchy scalp ,skin rash "
125035,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125036,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,itching of skin "
125037,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,itching of skin ,skin rash "
125038,psoriasis,"skin lesion ,irregular appearing scalp ,itching of skin ,itchy scalp ,skin rash "
125039,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125040,psoriasis,"abnormal appearing skin ,skin lesion ,itching of skin "
125041,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,itchy scalp "
125042,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,itchy scalp ,skin rash "
125043,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,itching of skin ,itchy scalp "
125044,psoriasis,"skin lesion ,irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness "
125045,psoriasis,"skin swelling ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125046,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125047,psoriasis,"abnormal appearing skin ,itchy scalp ,skin rash "
125048,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,joint pain ,itchy scalp ,skin rash "
125049,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125050,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,skin rash "
125051,psoriasis,"skin swelling ,skin moles ,joint pain ,itchy scalp "
125052,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125053,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125054,psoriasis,"joint pain ,itching of skin ,itchy scalp ,skin rash "
125055,psoriasis,"skin growth ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125056,psoriasis,"skin swelling ,skin lesion ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125057,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125058,psoriasis,"skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125059,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125060,psoriasis,"skin swelling ,skin moles ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125061,psoriasis,"irregular appearing scalp ,itchy scalp ,skin rash "
125062,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,joint pain "
125063,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itchy scalp "
125064,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,joint pain ,itching of skin "
125065,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,itching of skin "
125066,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,joint pain ,itchy scalp ,skin rash "
125067,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp ,skin rash "
125068,psoriasis,"skin swelling ,skin growth ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125069,psoriasis,"skin swelling ,abnormal appearing skin ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125070,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,skin rash "
125071,psoriasis,"skin swelling ,skin growth ,itching of skin ,itchy scalp "
125072,psoriasis,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,itching of skin ,itchy scalp ,skin rash "
125073,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin "
125074,psoriasis,"skin lesion ,irregular appearing scalp ,joint pain ,itching of skin ,skin rash "
125075,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125076,psoriasis,"skin swelling ,skin growth ,itching of skin ,itchy scalp "
125077,psoriasis,"skin growth ,itchy scalp ,skin rash "
125078,psoriasis,"skin lesion ,skin growth ,joint pain ,itching of skin ,skin rash "
125079,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125080,psoriasis,"skin growth ,joint pain ,skin dryness, peeling, scaliness, or roughness "
125081,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125082,psoriasis,"abnormal appearing skin ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125083,psoriasis,"skin swelling ,skin growth ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125084,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin rash "
125085,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,itchy scalp "
125086,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125087,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125088,psoriasis,"skin swelling ,irregular appearing scalp ,skin rash "
125089,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125090,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles "
125091,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125092,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125093,psoriasis,"skin swelling ,skin lesion ,skin moles "
125094,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin rash "
125095,psoriasis,"joint pain ,itching of skin ,skin rash "
125096,psoriasis,"skin swelling ,skin growth ,skin moles ,itchy scalp ,skin rash "
125097,psoriasis,"skin swelling ,itchy scalp ,skin rash "
125098,psoriasis,"skin swelling ,itching of skin ,skin rash "
125099,psoriasis,"skin swelling ,skin lesion ,skin moles ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125100,psoriasis,"abnormal appearing skin ,skin lesion ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125101,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125102,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125103,psoriasis,"skin swelling ,skin lesion ,skin growth ,joint pain ,skin dryness, peeling, scaliness, or roughness "
125104,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,joint pain ,itchy scalp "
125105,psoriasis,"skin swelling ,skin lesion ,itchy scalp "
125106,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,itchy scalp "
125107,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125108,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,joint pain "
125109,psoriasis,"skin growth ,irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness "
125110,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,itching of skin ,itchy scalp "
125111,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125112,psoriasis,"abnormal appearing skin ,skin lesion ,irregular appearing scalp "
125113,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp ,skin rash "
125114,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,joint pain ,skin rash "
125115,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,itching of skin ,itchy scalp ,skin rash "
125116,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125117,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,itching of skin ,itchy scalp ,skin rash "
125118,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125119,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin rash "
125120,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125121,psoriasis,"skin swelling ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125122,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin rash "
125123,psoriasis,"skin swelling ,irregular appearing scalp ,joint pain ,itchy scalp ,skin rash "
125124,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125125,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125126,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,itching of skin ,skin rash "
125127,psoriasis,"skin lesion ,irregular appearing scalp ,skin moles ,itchy scalp "
125128,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125129,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness "
125130,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles "
125131,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125132,psoriasis,"skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin "
125133,psoriasis,"skin swelling ,skin lesion ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125134,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125135,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125136,psoriasis,"skin lesion ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125137,psoriasis,"skin swelling ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125138,psoriasis,"skin growth ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125139,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin rash "
125140,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain "
125141,psoriasis,"irregular appearing scalp ,skin moles ,joint pain ,skin rash "
125142,psoriasis,"abnormal appearing skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125143,psoriasis,"skin swelling ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125144,psoriasis,"skin lesion ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125145,psoriasis,"skin swelling ,skin lesion ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125146,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,itchy scalp ,skin rash "
125147,psoriasis,"skin swelling ,irregular appearing scalp ,itching of skin ,skin rash "
125148,psoriasis,"skin growth ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125149,psoriasis,"skin growth ,itching of skin ,skin rash "
125150,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin dryness, peeling, scaliness, or roughness "
